# X, Y, Z
2.99342000e-03,2.99342000e-03,7.62000009e-02
-2.99342000e-03,2.99342000e-03,7.62000009e-02
-2.99342000e-03,-2.99342000e-03,7.62000009e-02
2.99342000e-03,-2.99342000e-03,7.62000009e-02
4.49013012e-03,4.49013012e-03,7.62000009e-02
-4.49013012e-03,4.49013012e-03,7.62000009e-02
-4.49013012e-03,-4.49013012e-03,7.62000009e-02
4.49013012e-03,-4.49013012e-03,7.62000009e-02
2.99342000e-03,2.99342000e-03,8.25499967e-02
-2.99342000e-03,2.99342000e-03,8.25499967e-02
-2.99342000e-03,-2.99342000e-03,8.25499967e-02
2.99342000e-03,-2.99342000e-03,8.25499967e-02
4.49013012e-03,4.49013012e-03,8.25499967e-02
-4.49013012e-03,4.49013012e-03,8.25499967e-02
-4.49013012e-03,-4.49013012e-03,8.25499967e-02
4.49013012e-03,-4.49013012e-03,8.25499967e-02
2.51436001e-03,3.17372009e-03,7.62000009e-02
2.02452997e-03,3.32231005e-03,7.62000009e-02
1.52603001e-03,3.43855005e-03,7.62000009e-02
1.02099997e-03,3.52192996e-03,7.62000009e-02
5.11594990e-04,3.57210007e-03,7.62000009e-02
-8.34065976e-12,3.58884991e-03,7.62000009e-02
-5.11594990e-04,3.57210007e-03,7.62000009e-02
-1.02099997e-03,3.52192996e-03,7.62000009e-02
-1.52603001e-03,3.43855005e-03,7.62000009e-02
-2.02452997e-03,3.32231005e-03,7.62000009e-02
-2.51436001e-03,3.17372009e-03,7.62000009e-02
-3.17372009e-03,2.51436001e-03,7.62000009e-02
-3.32231005e-03,2.02452997e-03,7.62000009e-02
-3.43855005e-03,1.52603001e-03,7.62000009e-02
-3.52192996e-03,1.02099997e-03,7.62000009e-02
-3.57210007e-03,5.11594990e-04,7.62000009e-02
-3.58884991e-03,-8.34065976e-12,7.62000009e-02
-3.57210007e-03,-5.11594990e-04,7.62000009e-02
-3.52192996e-03,-1.02099997e-03,7.62000009e-02
-3.43855005e-03,-1.52603001e-03,7.62000009e-02
-3.32231005e-03,-2.02452997e-03,7.62000009e-02
-3.17372009e-03,-2.51436001e-03,7.62000009e-02
-2.51436001e-03,-3.17372009e-03,7.62000009e-02
-2.02452997e-03,-3.32231005e-03,7.62000009e-02
-1.52603001e-03,-3.43855005e-03,7.62000009e-02
-1.02099997e-03,-3.52192996e-03,7.62000009e-02
-5.11594990e-04,-3.57210007e-03,7.62000009e-02
8.34065976e-12,-3.58884991e-03,7.62000009e-02
5.11594990e-04,-3.57210007e-03,7.62000009e-02
1.02099997e-03,-3.52192996e-03,7.62000009e-02
1.52603001e-03,-3.43855005e-03,7.62000009e-02
2.02452997e-03,-3.32231005e-03,7.62000009e-02
2.51436001e-03,-3.17372009e-03,7.62000009e-02
3.17372009e-03,-2.51436001e-03,7.62000009e-02
3.32231005e-03,-2.02452997e-03,7.62000009e-02
3.43855005e-03,-1.52603001e-03,7.62000009e-02
3.52192996e-03,-1.02099997e-03,7.62000009e-02
3.57210007e-03,-5.11594990e-04,7.62000009e-02
3.58884991e-03,8.34065976e-12,7.62000009e-02
3.57210007e-03,5.11594990e-04,7.62000009e-02
3.52192996e-03,1.02099997e-03,7.62000009e-02
3.43855005e-03,1.52603001e-03,7.62000009e-02
3.32231005e-03,2.02452997e-03,7.62000009e-02
3.17372009e-03,2.51436001e-03,7.62000009e-02
3.86563991e-03,5.03779016e-03,7.62000009e-02
3.17499996e-03,5.49926003e-03,7.62000009e-02
2.43003992e-03,5.86663978e-03,7.62000009e-02
1.64350006e-03,6.13362994e-03,7.62000009e-02
8.28841003e-04,6.29566982e-03,7.62000009e-02
-1.51457995e-11,6.34999992e-03,7.62000009e-02
-8.28841003e-04,6.29566982e-03,7.62000009e-02
-1.64350006e-03,6.13362994e-03,7.62000009e-02
-2.43003992e-03,5.86663978e-03,7.62000009e-02
-3.17499996e-03,5.49926003e-03,7.62000009e-02
-3.86563991e-03,5.03779016e-03,7.62000009e-02
-5.03779016e-03,3.86563991e-03,7.62000009e-02
-5.49926003e-03,3.17499996e-03,7.62000009e-02
-5.86663978e-03,2.43003992e-03,7.62000009e-02
-6.13362994e-03,1.64350006e-03,7.62000009e-02
-6.29566982e-03,8.28841003e-04,7.62000009e-02
-6.34999992e-03,-1.51457995e-11,7.62000009e-02
-6.29566982e-03,-8.28841003e-04,7.62000009e-02
-6.13362994e-03,-1.64350006e-03,7.62000009e-02
-5.86663978e-03,-2.43003992e-03,7.62000009e-02
-5.49926003e-03,-3.17499996e-03,7.62000009e-02
-5.03779016e-03,-3.86563991e-03,7.62000009e-02
-3.86563991e-03,-5.03779016e-03,7.62000009e-02
-3.17499996e-03,-5.49926003e-03,7.62000009e-02
-2.43003992e-03,-5.86663978e-03,7.62000009e-02
-1.64350006e-03,-6.13362994e-03,7.62000009e-02
-8.28841003e-04,-6.29566982e-03,7.62000009e-02
1.51457995e-11,-6.34999992e-03,7.62000009e-02
8.28841003e-04,-6.29566982e-03,7.62000009e-02
1.64350006e-03,-6.13362994e-03,7.62000009e-02
2.43003992e-03,-5.86663978e-03,7.62000009e-02
3.17499996e-03,-5.49926003e-03,7.62000009e-02
3.86563991e-03,-5.03779016e-03,7.62000009e-02
5.03779016e-03,-3.86563991e-03,7.62000009e-02
5.49926003e-03,-3.17499996e-03,7.62000009e-02
5.86663978e-03,-2.43003992e-03,7.62000009e-02
6.13362994e-03,-1.64350006e-03,7.62000009e-02
6.29566982e-03,-8.28841003e-04,7.62000009e-02
6.34999992e-03,1.51457995e-11,7.62000009e-02
6.29566982e-03,8.28841003e-04,7.62000009e-02
6.13362994e-03,1.64350006e-03,7.62000009e-02
5.86663978e-03,2.43003992e-03,7.62000009e-02
5.49926003e-03,3.17499996e-03,7.62000009e-02
5.03779016e-03,3.86563991e-03,7.62000009e-02
3.29276011e-03,3.29276011e-03,7.62000009e-02
3.59209999e-03,3.59209999e-03,7.62000009e-02
3.89144011e-03,3.89144011e-03,7.62000009e-02
4.19079000e-03,4.19079000e-03,7.62000009e-02
-3.29276011e-03,3.29276011e-03,7.62000009e-02
-3.59209999e-03,3.59209999e-03,7.62000009e-02
-3.89144011e-03,3.89144011e-03,7.62000009e-02
-4.19079000e-03,4.19079000e-03,7.62000009e-02
-3.29276011e-03,-3.29276011e-03,7.62000009e-02
-3.59209999e-03,-3.59209999e-03,7.62000009e-02
-3.89144011e-03,-3.89144011e-03,7.62000009e-02
-4.19079000e-03,-4.19079000e-03,7.62000009e-02
3.29276011e-03,-3.29276011e-03,7.62000009e-02
3.59209999e-03,-3.59209999e-03,7.62000009e-02
3.89144011e-03,-3.89144011e-03,7.62000009e-02
4.19079000e-03,-4.19079000e-03,7.62000009e-02
2.51436001e-03,3.17372009e-03,8.25499967e-02
2.02452997e-03,3.32231005e-03,8.25499967e-02
1.52603001e-03,3.43855005e-03,8.25499967e-02
1.02099997e-03,3.52192996e-03,8.25499967e-02
5.11594990e-04,3.57210007e-03,8.25499967e-02
-8.34065976e-12,3.58884991e-03,8.25499967e-02
-5.11594990e-04,3.57210007e-03,8.25499967e-02
-1.02099997e-03,3.52192996e-03,8.25499967e-02
-1.52603001e-03,3.43855005e-03,8.25499967e-02
-2.02452997e-03,3.32231005e-03,8.25499967e-02
-2.51436001e-03,3.17372009e-03,8.25499967e-02
-3.17372009e-03,2.51436001e-03,8.25499967e-02
-3.32231005e-03,2.02452997e-03,8.25499967e-02
-3.43855005e-03,1.52603001e-03,8.25499967e-02
-3.52192996e-03,1.02099997e-03,8.25499967e-02
-3.57210007e-03,5.11594990e-04,8.25499967e-02
-3.58884991e-03,-8.34065976e-12,8.25499967e-02
-3.57210007e-03,-5.11594990e-04,8.25499967e-02
-3.52192996e-03,-1.02099997e-03,8.25499967e-02
-3.43855005e-03,-1.52603001e-03,8.25499967e-02
-3.32231005e-03,-2.02452997e-03,8.25499967e-02
-3.17372009e-03,-2.51436001e-03,8.25499967e-02
-2.51436001e-03,-3.17372009e-03,8.25499967e-02
-2.02452997e-03,-3.32231005e-03,8.25499967e-02
-1.52603001e-03,-3.43855005e-03,8.25499967e-02
-1.02099997e-03,-3.52192996e-03,8.25499967e-02
-5.11594990e-04,-3.57210007e-03,8.25499967e-02
8.34065976e-12,-3.58884991e-03,8.25499967e-02
5.11594990e-04,-3.57210007e-03,8.25499967e-02
1.02099997e-03,-3.52192996e-03,8.25499967e-02
1.52603001e-03,-3.43855005e-03,8.25499967e-02
2.02452997e-03,-3.32231005e-03,8.25499967e-02
2.51436001e-03,-3.17372009e-03,8.25499967e-02
3.17372009e-03,-2.51436001e-03,8.25499967e-02
3.32231005e-03,-2.02452997e-03,8.25499967e-02
3.43855005e-03,-1.52603001e-03,8.25499967e-02
